file_name,label
train_0166.wav,orca
train_0167.wav,noise
train_0168.wav,noise
train_0169.wav,noise
train_0170.wav,noise
train_0171.wav,noise
train_0172.wav,noise
train_0173.wav,orca
train_0174.wav,noise
train_0175.wav,noise
train_0176.wav,noise
train_0177.wav,noise
train_0178.wav,orca
train_0179.wav,noise
train_0180.wav,noise
train_0181.wav,noise
train_0182.wav,noise
train_0183.wav,noise
train_0184.wav,orca
train_0185.wav,orca
train_0186.wav,noise
train_0187.wav,noise
train_0188.wav,noise
train_0189.wav,orca
train_0190.wav,noise
train_0191.wav,noise
train_0192.wav,orca
train_0193.wav,noise
train_0194.wav,orca
train_0195.wav,noise
train_0196.wav,noise
train_0197.wav,orca
train_0198.wav,noise
train_0199.wav,noise
train_0200.wav,noise
train_0201.wav,noise
train_0202.wav,orca
train_0203.wav,noise
train_0204.wav,noise
train_0205.wav,noise
train_0206.wav,noise
train_0207.wav,orca
train_0208.wav,orca
train_0209.wav,orca
train_0210.wav,noise
train_0211.wav,noise
train_0212.wav,noise
train_0213.wav,orca
train_0214.wav,noise
train_0215.wav,noise
train_0216.wav,noise
train_0217.wav,noise
train_0218.wav,noise
train_0219.wav,noise
train_0220.wav,noise
train_0221.wav,noise
train_0222.wav,noise
train_0223.wav,noise
train_0224.wav,orca
train_0225.wav,orca
train_0226.wav,noise
train_0227.wav,orca
train_0228.wav,noise
train_0229.wav,noise
train_0230.wav,orca
train_0231.wav,orca
train_0232.wav,noise
train_0233.wav,noise
train_0234.wav,noise
train_0235.wav,orca
train_0236.wav,noise
train_0237.wav,noise
train_0238.wav,noise
train_0239.wav,noise
train_0240.wav,orca
train_0241.wav,noise
train_0242.wav,noise
train_0243.wav,noise
train_0244.wav,noise
train_0245.wav,noise
train_0246.wav,noise
train_0247.wav,noise
train_0248.wav,noise
train_0249.wav,noise
train_0250.wav,noise
train_0251.wav,noise
train_0252.wav,orca
train_0253.wav,noise
train_0254.wav,noise
train_0255.wav,noise
train_0256.wav,noise
train_0257.wav,orca
train_0258.wav,noise
train_0259.wav,noise
train_0260.wav,noise
train_0261.wav,noise
train_0262.wav,noise
train_0263.wav,orca
train_0264.wav,noise
train_0265.wav,noise
train_0266.wav,noise
train_0267.wav,noise
train_0268.wav,noise
train_0269.wav,noise
train_0270.wav,noise
train_0271.wav,noise
train_0272.wav,noise
train_0273.wav,noise
train_0274.wav,noise
train_0275.wav,orca
train_0276.wav,orca
train_0277.wav,noise
train_0278.wav,orca
train_0279.wav,noise
train_0280.wav,noise
train_0281.wav,noise
train_0282.wav,noise
train_0283.wav,noise
train_0284.wav,orca
train_0285.wav,noise
train_0286.wav,orca
train_0287.wav,noise
train_0288.wav,orca
train_0289.wav,noise
train_0290.wav,noise
train_0291.wav,noise
train_0292.wav,orca
train_0293.wav,noise
train_0294.wav,noise
train_0295.wav,noise
train_0296.wav,noise
train_0297.wav,noise
train_0298.wav,orca
train_0299.wav,orca
train_0300.wav,orca
train_0301.wav,orca
train_0302.wav,noise
train_0303.wav,noise
train_0304.wav,noise
train_0305.wav,noise
train_0306.wav,noise
train_0307.wav,noise
train_0308.wav,orca
train_0309.wav,noise
train_0310.wav,noise
train_0311.wav,noise
train_0312.wav,noise
train_0313.wav,noise
train_0314.wav,noise
train_0315.wav,orca
train_0316.wav,noise
train_0317.wav,noise
train_0318.wav,noise
train_0319.wav,noise
train_0320.wav,noise
train_0321.wav,noise
train_0322.wav,noise
train_0323.wav,noise
train_0324.wav,noise
train_0325.wav,noise
train_0326.wav,noise
train_0327.wav,noise
train_0328.wav,noise
train_0329.wav,noise
train_0330.wav,noise
train_0331.wav,noise
train_0332.wav,noise
train_0333.wav,noise
train_0334.wav,orca
train_0335.wav,noise
train_0336.wav,noise
train_0337.wav,noise
train_0338.wav,noise
train_0339.wav,noise
train_0340.wav,noise
train_0341.wav,noise
train_0342.wav,orca
train_0343.wav,noise
train_0344.wav,noise
train_0345.wav,noise
train_0346.wav,noise
train_0347.wav,noise
train_0348.wav,orca
train_0349.wav,noise
train_0350.wav,orca
train_0351.wav,noise
train_0352.wav,noise
train_0353.wav,noise
train_0354.wav,noise
train_0355.wav,noise
train_0356.wav,orca
train_0357.wav,noise
train_0358.wav,noise
train_0359.wav,noise
train_0360.wav,noise
train_0361.wav,noise
train_0362.wav,noise
train_0363.wav,noise
train_0364.wav,noise
train_0365.wav,orca
train_0366.wav,noise
train_0367.wav,noise
train_0368.wav,orca
train_0369.wav,noise
train_0370.wav,noise
train_0371.wav,noise
train_0372.wav,noise
train_0373.wav,orca
train_0374.wav,noise
train_0375.wav,noise
train_0376.wav,orca
train_0377.wav,noise
train_0378.wav,noise
train_0379.wav,noise
train_0380.wav,noise
train_0381.wav,noise
train_0382.wav,orca
train_0383.wav,orca
train_0384.wav,noise
train_0385.wav,noise
train_0386.wav,noise
train_0387.wav,noise
train_0388.wav,noise
train_0389.wav,noise
train_0390.wav,noise
train_0391.wav,noise
train_0392.wav,orca
train_0393.wav,orca
train_0394.wav,noise
train_0395.wav,noise
train_0396.wav,noise
train_0397.wav,noise
train_0398.wav,noise
train_0399.wav,noise
train_0400.wav,noise
train_0401.wav,noise
train_0402.wav,noise
train_0403.wav,noise
train_0404.wav,noise
train_0405.wav,noise
train_0406.wav,noise
train_0407.wav,orca
train_0408.wav,noise
train_0409.wav,noise
train_0410.wav,orca
train_0411.wav,orca
train_0412.wav,noise
train_0413.wav,noise
train_0414.wav,noise
train_0415.wav,orca
train_0416.wav,noise
train_0417.wav,noise
train_0418.wav,noise
train_0419.wav,noise
train_0420.wav,noise
train_0421.wav,noise
train_0422.wav,noise
train_0423.wav,noise
train_0424.wav,orca
train_0425.wav,noise
train_0426.wav,orca
train_0427.wav,orca
train_0428.wav,noise
train_0429.wav,noise
train_0430.wav,noise
train_0431.wav,noise
train_0432.wav,orca
train_0433.wav,noise
train_0434.wav,noise
train_0435.wav,noise
train_0436.wav,orca
train_0437.wav,orca
train_0438.wav,noise
train_0439.wav,noise
train_0440.wav,noise
train_0441.wav,noise
train_0442.wav,noise
train_0443.wav,noise
train_0444.wav,noise
train_0445.wav,noise
train_0446.wav,noise
train_0447.wav,orca
train_0448.wav,orca
train_0449.wav,orca
train_0450.wav,noise
train_0451.wav,noise
train_0452.wav,noise
train_0453.wav,noise
train_0454.wav,noise
train_0455.wav,noise
train_0456.wav,noise
train_0457.wav,noise
train_0458.wav,noise
train_0459.wav,noise
train_0460.wav,noise
train_0461.wav,noise
train_0462.wav,noise
train_0463.wav,noise
train_0464.wav,orca
train_0465.wav,noise
train_0466.wav,noise
train_0467.wav,noise
train_0468.wav,noise
train_0469.wav,noise
train_0470.wav,noise
train_0471.wav,noise
train_0472.wav,noise
train_0473.wav,noise
train_0474.wav,noise
train_0475.wav,noise
train_0476.wav,noise
train_0477.wav,noise
train_0478.wav,orca
train_0479.wav,noise
train_0480.wav,noise
train_0481.wav,noise
train_0482.wav,noise
train_0483.wav,noise
train_0484.wav,noise
train_0485.wav,noise
train_0486.wav,orca
train_0487.wav,orca
train_0488.wav,orca
train_0489.wav,noise
train_0490.wav,noise
train_0491.wav,noise
train_0492.wav,noise
train_0493.wav,noise
train_0494.wav,orca
train_0495.wav,noise
train_0496.wav,noise
train_0497.wav,noise
train_0498.wav,noise
train_0499.wav,noise
train_0500.wav,orca
train_0501.wav,noise
train_0502.wav,orca
train_0503.wav,orca
train_0504.wav,noise
train_0505.wav,noise
train_0506.wav,orca
train_0507.wav,noise
train_0508.wav,noise
train_0509.wav,orca
train_0510.wav,noise
train_0511.wav,noise
train_0512.wav,noise
train_0513.wav,noise
train_0514.wav,noise
train_0515.wav,noise
train_0516.wav,orca
train_0517.wav,noise
train_0518.wav,noise
train_0519.wav,noise
train_0520.wav,noise
train_0521.wav,noise
train_0522.wav,noise
train_0523.wav,noise
train_0524.wav,noise
train_0525.wav,noise
train_0526.wav,noise
train_0527.wav,noise
train_0528.wav,noise
train_0529.wav,orca
train_0530.wav,noise
train_0531.wav,noise
train_0532.wav,orca
train_0533.wav,noise
train_0534.wav,noise
train_0535.wav,noise
train_0536.wav,noise
train_0537.wav,orca
train_0538.wav,noise
train_0539.wav,noise
train_0540.wav,noise
train_0541.wav,noise
train_0542.wav,noise
train_0543.wav,noise
train_0544.wav,noise
train_0545.wav,orca
train_0546.wav,orca
train_0547.wav,noise
train_0548.wav,noise
train_0549.wav,noise
train_0550.wav,orca
train_0551.wav,noise
train_0552.wav,noise
train_0553.wav,noise
train_0554.wav,noise
train_0555.wav,noise
train_0556.wav,noise
train_0557.wav,orca
train_0558.wav,orca
train_0559.wav,noise
train_0560.wav,noise
train_0561.wav,noise
train_0562.wav,noise
train_0563.wav,noise
train_0564.wav,noise
train_0565.wav,noise
train_0566.wav,orca
train_0567.wav,noise
train_0568.wav,noise
train_0569.wav,noise
train_0570.wav,noise
train_0571.wav,orca
train_0572.wav,noise
train_0573.wav,noise
train_0574.wav,orca
train_0575.wav,noise
train_0576.wav,noise
train_0577.wav,noise
train_0578.wav,orca
train_0579.wav,noise
train_0580.wav,noise
train_0581.wav,noise
train_0582.wav,noise
train_0583.wav,noise
train_0584.wav,orca
train_0585.wav,orca
train_0586.wav,noise
train_0587.wav,noise
train_0588.wav,orca
train_0589.wav,noise
train_0590.wav,noise
train_0591.wav,noise
train_0592.wav,noise
train_0593.wav,noise
train_0594.wav,noise
train_0595.wav,noise
train_0596.wav,noise
train_0597.wav,noise
train_0598.wav,noise
train_0599.wav,noise
train_0600.wav,noise
train_0601.wav,noise
train_0602.wav,noise
train_0603.wav,noise
train_0604.wav,noise
train_0605.wav,noise
train_0606.wav,noise
train_0607.wav,noise
train_0608.wav,noise
train_0609.wav,noise
train_0610.wav,orca
train_0611.wav,noise
train_0612.wav,noise
train_0613.wav,noise
train_0614.wav,noise
train_0615.wav,noise
train_0616.wav,noise
train_0617.wav,noise
train_0618.wav,noise
train_0619.wav,noise
train_0620.wav,noise
train_0621.wav,noise
train_0622.wav,orca
train_0623.wav,noise
train_0624.wav,noise
train_0625.wav,noise
train_0626.wav,noise
train_0627.wav,noise
train_0628.wav,noise
train_0629.wav,noise
train_0630.wav,noise
train_0631.wav,orca
train_0632.wav,orca
train_0633.wav,noise
train_0634.wav,noise
train_0635.wav,orca
train_0636.wav,noise
train_0637.wav,orca
train_0638.wav,noise
train_0639.wav,noise
train_0640.wav,noise
train_0641.wav,noise
train_0642.wav,orca
train_0643.wav,orca
train_0644.wav,noise
train_0645.wav,orca
train_0646.wav,noise
train_0647.wav,noise
train_0648.wav,noise
train_0649.wav,noise
train_0650.wav,noise
train_0651.wav,orca
train_0652.wav,noise
train_0653.wav,noise
train_0654.wav,noise
train_0655.wav,orca
train_0656.wav,noise
train_0657.wav,orca
train_0658.wav,noise
train_0659.wav,noise
train_0660.wav,noise
train_0661.wav,noise
train_0662.wav,orca
train_0663.wav,noise
train_0664.wav,orca
train_0665.wav,noise
train_0666.wav,noise
train_0667.wav,noise
train_0668.wav,noise
train_0669.wav,noise
train_0670.wav,orca
train_0671.wav,noise
train_0672.wav,noise
train_0673.wav,noise
train_0674.wav,noise
train_0675.wav,orca
train_0676.wav,orca
train_0677.wav,noise
train_0678.wav,noise
train_0679.wav,orca
train_0680.wav,noise
train_0681.wav,orca
train_0682.wav,noise
train_0683.wav,noise
train_0684.wav,noise
train_0685.wav,noise
train_0686.wav,noise
train_0687.wav,orca
train_0688.wav,noise
train_0689.wav,noise
train_0690.wav,orca
train_0691.wav,noise
train_0692.wav,noise
train_0693.wav,orca
train_0694.wav,orca
train_0695.wav,noise
train_0696.wav,noise
train_0697.wav,noise
train_0698.wav,noise
train_0699.wav,noise
train_0700.wav,noise
train_0701.wav,noise
train_0702.wav,noise
train_0703.wav,noise
train_0704.wav,orca
train_0705.wav,noise
train_0706.wav,orca
train_0707.wav,noise
train_0708.wav,noise
train_0709.wav,noise
train_0710.wav,noise
train_0711.wav,noise
train_0712.wav,noise
train_0713.wav,noise
train_0714.wav,noise
train_0715.wav,noise
train_0716.wav,noise
train_0717.wav,noise
train_0718.wav,noise
train_0719.wav,noise
train_0720.wav,orca
train_0721.wav,noise
train_0722.wav,noise
train_0723.wav,noise
train_0724.wav,noise
train_0725.wav,noise
train_0726.wav,noise
train_0727.wav,noise
train_0728.wav,noise
train_0729.wav,noise
train_0730.wav,noise
train_0731.wav,noise
train_0732.wav,noise
train_0733.wav,orca
train_0734.wav,noise
train_0735.wav,noise
train_0736.wav,noise
train_0737.wav,noise
train_0738.wav,noise
train_0739.wav,noise
train_0740.wav,noise
train_0741.wav,noise
train_0742.wav,orca
train_0743.wav,noise
train_0744.wav,noise
train_0745.wav,orca
train_0746.wav,orca
train_0747.wav,noise
train_0748.wav,noise
train_0749.wav,noise
train_0750.wav,noise
train_0751.wav,noise
train_0752.wav,orca
train_0753.wav,orca
train_0754.wav,noise
train_0755.wav,noise
train_0756.wav,noise
train_0757.wav,noise
train_0758.wav,orca
train_0759.wav,noise
train_0760.wav,noise
train_0761.wav,noise
train_0762.wav,noise
train_0763.wav,noise
train_0764.wav,orca
train_0765.wav,noise
train_0766.wav,noise
train_0767.wav,orca
train_0768.wav,noise
train_0769.wav,orca
train_0770.wav,noise
train_0771.wav,orca
train_0772.wav,noise
train_0773.wav,noise
train_0774.wav,orca
train_0775.wav,noise
train_0776.wav,noise
train_0777.wav,orca
train_0778.wav,noise
train_0779.wav,noise
train_0780.wav,noise
train_0781.wav,noise
train_0782.wav,noise
train_0783.wav,noise
train_0784.wav,noise
train_0785.wav,noise
train_0786.wav,noise
train_0787.wav,orca
train_0788.wav,noise
train_0789.wav,noise
train_0790.wav,noise
train_0791.wav,noise
train_0792.wav,noise
train_0793.wav,orca
train_0794.wav,noise
train_0795.wav,noise
train_0796.wav,noise
train_0797.wav,noise
train_0798.wav,noise
train_0799.wav,noise
train_0800.wav,noise
train_0801.wav,noise
train_0802.wav,noise
train_0803.wav,noise
train_0804.wav,noise
train_0805.wav,orca
train_0806.wav,orca
train_0807.wav,orca
train_0808.wav,noise
train_0809.wav,orca
train_0810.wav,orca
train_0811.wav,noise
train_0812.wav,noise
train_0813.wav,noise
train_0814.wav,noise
train_0815.wav,noise
train_0816.wav,noise
train_0817.wav,noise
train_0818.wav,noise
train_0819.wav,noise
train_0820.wav,noise
train_0821.wav,noise
train_0822.wav,noise
train_0823.wav,noise
train_0824.wav,orca
train_0825.wav,noise
train_0826.wav,noise
train_0827.wav,noise
train_0828.wav,noise
train_0829.wav,noise
train_0830.wav,noise
train_0831.wav,noise
train_0832.wav,noise
train_0833.wav,orca
train_0834.wav,noise
train_0835.wav,noise
train_0836.wav,orca
train_0837.wav,noise
train_0838.wav,noise
train_0839.wav,noise
train_0840.wav,orca
train_0841.wav,orca
train_0842.wav,noise
train_0843.wav,noise
train_0844.wav,noise
train_0845.wav,noise
train_0846.wav,noise
train_0847.wav,noise
train_0848.wav,orca
train_0849.wav,noise
train_0850.wav,noise
train_0851.wav,noise
train_0852.wav,noise
train_0853.wav,noise
train_0854.wav,noise
train_0855.wav,noise
train_0856.wav,orca
train_0857.wav,noise
train_0858.wav,noise
train_0859.wav,noise
train_0860.wav,noise
train_0861.wav,noise
train_0862.wav,noise
train_0863.wav,noise
train_0864.wav,orca
train_0865.wav,orca
train_0866.wav,noise
train_0867.wav,noise
train_0868.wav,noise
train_0869.wav,noise
train_0870.wav,orca
train_0871.wav,orca
train_0872.wav,orca
train_0873.wav,noise
train_0874.wav,noise
train_0875.wav,orca
train_0876.wav,noise
train_0877.wav,noise
train_0878.wav,noise
train_0879.wav,noise
train_0880.wav,noise
train_0881.wav,noise
train_0882.wav,noise
train_0883.wav,noise
train_0884.wav,orca
train_0885.wav,noise
train_0886.wav,noise
train_0887.wav,orca
train_0888.wav,noise
train_0889.wav,orca
train_0890.wav,noise
train_0891.wav,noise
train_0892.wav,orca
train_0893.wav,noise
train_0894.wav,noise
train_0895.wav,noise
train_0896.wav,noise
train_0897.wav,noise
train_0898.wav,noise
train_0899.wav,noise
train_0900.wav,noise
train_0901.wav,orca
train_0902.wav,orca
train_0903.wav,noise
train_0904.wav,noise
train_0905.wav,noise
train_0906.wav,noise
train_0907.wav,noise
train_0908.wav,noise
train_0909.wav,noise
train_0910.wav,orca
train_0911.wav,noise
train_0912.wav,orca
train_0913.wav,noise
train_0914.wav,noise
train_0915.wav,orca
train_0916.wav,noise
train_0917.wav,orca
train_0918.wav,noise
train_0919.wav,noise
train_0920.wav,noise
train_0921.wav,noise
train_0922.wav,noise
train_0923.wav,noise
train_0924.wav,noise
train_0925.wav,orca
train_0926.wav,noise
train_0927.wav,noise
train_0928.wav,noise
train_0929.wav,noise
train_0930.wav,noise
train_0931.wav,noise
train_0932.wav,noise
train_0933.wav,noise
train_0934.wav,noise
train_0935.wav,orca
train_0936.wav,orca
train_0937.wav,noise
train_0938.wav,noise
train_0939.wav,noise
train_0940.wav,noise
train_0941.wav,noise
train_0942.wav,noise
train_0943.wav,noise
train_0944.wav,noise
train_0945.wav,noise
train_0946.wav,noise
train_0947.wav,noise
train_0948.wav,noise
train_0949.wav,noise
train_0950.wav,orca
train_0951.wav,noise
train_0952.wav,orca
train_0953.wav,noise
train_0954.wav,noise
train_0955.wav,noise
train_0956.wav,orca
train_0957.wav,noise
train_0958.wav,noise
train_0959.wav,orca
train_0960.wav,noise
train_0961.wav,orca
train_0962.wav,noise
train_0963.wav,noise
train_0964.wav,noise
train_0965.wav,noise
train_0966.wav,noise
train_0967.wav,orca
train_0968.wav,noise
train_0969.wav,noise
train_0970.wav,noise
train_0971.wav,noise
train_0972.wav,noise
train_0973.wav,noise
train_0974.wav,noise
train_0975.wav,noise
train_0976.wav,noise
train_0977.wav,noise
train_0978.wav,noise
train_0979.wav,noise
train_0980.wav,noise
train_0981.wav,orca
train_0982.wav,orca
train_0983.wav,noise
train_0984.wav,noise
train_0985.wav,noise
train_0986.wav,noise
train_0987.wav,noise
train_0988.wav,noise
train_0989.wav,noise
train_0990.wav,noise
train_0991.wav,noise
train_0992.wav,noise
train_0993.wav,noise
train_0994.wav,noise
train_0995.wav,orca
train_0996.wav,orca
train_0997.wav,noise
train_0998.wav,noise
train_0999.wav,noise
train_1000.wav,noise
train_1001.wav,orca
train_1002.wav,noise
train_1003.wav,noise
train_1004.wav,noise
train_1005.wav,noise
train_1006.wav,noise
train_1007.wav,noise
train_1008.wav,noise
train_1009.wav,orca
train_1010.wav,noise
train_1011.wav,noise
train_1012.wav,noise
train_1013.wav,noise
train_1014.wav,noise
train_1015.wav,noise
train_1016.wav,noise
train_1017.wav,noise
train_1018.wav,noise
train_1019.wav,noise
train_1020.wav,orca
train_1021.wav,noise
train_1022.wav,orca
train_1023.wav,noise
train_1024.wav,noise
train_1025.wav,noise
train_1026.wav,noise
train_1027.wav,noise
train_1028.wav,noise
train_1029.wav,noise
train_1030.wav,noise
train_1031.wav,noise
train_1032.wav,orca
train_1033.wav,noise
train_1034.wav,orca
train_1035.wav,noise
train_1036.wav,noise
train_1037.wav,noise
train_1038.wav,noise
train_1039.wav,noise
train_1040.wav,orca
train_1041.wav,orca
train_1042.wav,noise
train_1043.wav,orca
train_1044.wav,noise
train_1045.wav,noise
train_1046.wav,orca
train_1047.wav,noise
train_1048.wav,noise
train_1049.wav,noise
train_1050.wav,noise
train_1051.wav,noise
train_1052.wav,noise
train_1053.wav,noise
train_1054.wav,orca
train_1055.wav,noise
train_1056.wav,noise
train_1057.wav,noise
train_1058.wav,orca
train_1059.wav,noise
train_1060.wav,noise
train_1061.wav,noise
train_1062.wav,noise
train_1063.wav,noise
train_1064.wav,noise
train_1065.wav,noise
train_1066.wav,orca
train_1067.wav,orca
train_1068.wav,noise
train_1069.wav,orca
train_1070.wav,noise
train_1071.wav,noise
train_1072.wav,noise
train_1073.wav,noise
train_1074.wav,noise
train_1075.wav,noise
train_1076.wav,noise
train_1077.wav,orca
train_1078.wav,noise
train_1079.wav,noise
train_1080.wav,orca
train_1081.wav,noise
train_1082.wav,orca
train_1083.wav,noise
train_1084.wav,noise
train_1085.wav,noise
train_1086.wav,orca
train_1087.wav,noise
train_1088.wav,noise
train_1089.wav,noise
train_1090.wav,noise
train_1091.wav,noise
train_1092.wav,noise
train_1093.wav,noise
train_1094.wav,noise
train_1095.wav,orca
train_1096.wav,noise
train_1097.wav,orca
train_1098.wav,noise
train_1099.wav,orca
train_1100.wav,orca
train_1101.wav,noise
train_1102.wav,orca
train_1103.wav,noise
train_1104.wav,noise
train_1105.wav,noise
train_1106.wav,noise
train_1107.wav,noise
train_1108.wav,noise
train_1109.wav,noise
train_1110.wav,noise
train_1111.wav,noise
train_1112.wav,noise
train_1113.wav,noise
train_1114.wav,noise
train_1115.wav,orca
train_1116.wav,noise
train_1117.wav,noise
train_1118.wav,noise
train_1119.wav,noise
train_1120.wav,noise
train_1121.wav,noise
train_1122.wav,orca
train_1123.wav,noise
train_1124.wav,noise
train_1125.wav,noise
train_1126.wav,noise
train_1127.wav,orca
train_1128.wav,noise
train_1129.wav,orca
train_1130.wav,noise
train_1131.wav,noise
train_1132.wav,noise
train_1133.wav,orca
train_1134.wav,orca
train_1135.wav,noise
train_1136.wav,orca
train_1137.wav,noise
train_1138.wav,orca
train_1139.wav,orca
train_1140.wav,noise
train_1141.wav,noise
train_1142.wav,noise
train_1143.wav,noise
train_1144.wav,noise
train_1145.wav,noise
train_1146.wav,noise
train_1147.wav,noise
train_1148.wav,noise
train_1149.wav,orca
train_1150.wav,noise
train_1151.wav,noise
train_1152.wav,noise
train_1153.wav,noise
train_1154.wav,orca
train_1155.wav,orca
train_1156.wav,noise
train_1157.wav,noise
train_1158.wav,noise
train_1159.wav,orca
train_1160.wav,noise
train_1161.wav,noise
train_1162.wav,noise
train_1163.wav,noise
train_1164.wav,noise
train_1165.wav,noise
train_1166.wav,noise
train_1167.wav,noise
train_1168.wav,noise
train_1169.wav,noise
train_1170.wav,orca
train_1171.wav,noise
train_1172.wav,noise
train_1173.wav,orca
train_1174.wav,noise
train_1175.wav,noise
train_1176.wav,noise
train_1177.wav,noise
train_1178.wav,noise
train_1179.wav,noise
train_1180.wav,orca
train_1181.wav,orca
train_1182.wav,noise
train_1183.wav,noise
train_1184.wav,noise
train_1185.wav,noise
train_1186.wav,orca
train_1187.wav,noise
train_1188.wav,orca
train_1189.wav,noise
train_1190.wav,noise
train_1191.wav,noise
train_1192.wav,orca
train_1193.wav,noise
train_1194.wav,noise
train_1195.wav,noise
train_1196.wav,noise
train_1197.wav,noise
train_1198.wav,noise
train_1199.wav,noise
train_1200.wav,noise
train_1201.wav,noise
train_1202.wav,noise
train_1203.wav,noise
train_1204.wav,noise
train_1205.wav,noise
train_1206.wav,noise
train_1207.wav,orca
train_1208.wav,orca
train_1209.wav,noise
train_1210.wav,noise
train_1211.wav,noise
train_1212.wav,noise
train_1213.wav,noise
train_1214.wav,noise
train_1215.wav,noise
train_1216.wav,orca
train_1217.wav,noise
train_1218.wav,noise
train_1219.wav,noise
train_1220.wav,noise
train_1221.wav,orca
train_1222.wav,noise
train_1223.wav,noise
train_1224.wav,noise
train_1225.wav,noise
train_1226.wav,orca
train_1227.wav,orca
train_1228.wav,noise
train_1229.wav,orca
train_1230.wav,noise
train_1231.wav,noise
train_1232.wav,noise
train_1233.wav,noise
train_1234.wav,noise
train_1235.wav,noise
train_1236.wav,orca
train_1237.wav,noise
train_1238.wav,noise
train_1239.wav,noise
train_1240.wav,noise
train_1241.wav,noise
train_1242.wav,orca
train_1243.wav,noise
train_1244.wav,orca
train_1245.wav,orca
train_1246.wav,orca
train_1247.wav,noise
train_1248.wav,noise
train_1249.wav,orca
train_1250.wav,orca
train_1251.wav,noise
train_1252.wav,noise
train_1253.wav,noise
train_1254.wav,noise
train_1255.wav,noise
train_1256.wav,noise
train_1257.wav,orca
train_1258.wav,noise
train_1259.wav,noise
train_1260.wav,noise
train_1261.wav,orca
train_1262.wav,noise
train_1263.wav,noise
train_1264.wav,noise
train_1265.wav,noise
train_1266.wav,noise
train_1267.wav,noise
train_1268.wav,noise
train_1269.wav,noise
train_1270.wav,noise
train_1271.wav,noise
